title,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
random,-0.5321846,0.0033407868,-0.06391422,-0.25778297,-0.91536033,1.0447233,-0.9289073,-0.21003714,-0.68953675,0.07400464,-1.8592141,-0.7363233,0.81571114,-0.76051635,0.7995371,-0.89499295,-0.03923915,-0.29334074,-0.021632887,-1.020375,-1.787233,-0.83795774,0.105218835,0.39978936,2.328639,0.58453894,-0.93126214,0.88260335,-0.053557515,0.63914156,-0.6538227,-0.6485314
random,-0.2703327,0.22794478,-0.31625566,-0.6784597,-2.050274,1.6245617,-2.0319214,-0.10799711,-2.4167476,1.6629214,-4.0711007,-1.2502109,2.0381374,-2.9820483,1.6285759,-1.6986461,-0.4268446,-0.83952117,0.42593473,-2.117408,-3.303605,-1.3888949,-0.12663591,0.5590458,5.790274,1.2373968,-1.1696696,1.8246328,-0.44899565,0.5315667,-1.3364563,-2.318902
random,3.8356822,0.11284889,4.309567,-2.6927915,-3.6213543,2.2775078,-2.4177663,4.8425055,-0.9875607,7.552772,-12.295532,4.4857097,0.9824877,-6.971823,1.0408785,-0.73925984,-3.0267992,-4.8741627,0.07255061,-1.1412903,-3.220078,-1.7062362,-5.199774,0.43493044,8.494798,0.9625043,-2.4505534,0.57857794,1.7722452,-1.4466908,-6.637255,-3.4271226
random,-0.23843293,0.0058904006,0.09411917,-0.09644316,-0.31298262,0.45726258,-0.28431287,0.0020364693,-0.19430876,0.12378818,-0.60651827,-0.2642899,0.29791862,-0.24924542,0.27877524,-0.26831713,-0.06832506,-0.102509886,0.052121136,-0.30478463,-0.610371,-0.14918447,0.02619135,0.04959411,0.6915941,0.21123183,-0.33421558,0.28369826,-0.12884672,0.2280558,-0.22230215,-0.17959243
random,-0.30814776,0.06052266,-0.010159543,0.046400636,-0.76130056,0.65789694,-0.8407361,-0.12541059,-0.5451991,0.17566577,-1.5125673,-0.6702254,0.6889081,-0.55677956,0.54136217,-0.7258676,-0.07609119,-0.32131502,0.052723765,-0.6038901,-1.424965,-0.60101074,-0.06289088,0.38709196,1.9344876,0.4171335,-0.5918104,0.6344832,0.10794845,0.47768122,-0.58052707,-0.5763851
random,-0.4098098,-0.08681333,-0.06518145,-0.1199254,-0.47640935,0.52938867,-0.49794215,-0.07325897,-0.2410423,0.09381476,-0.9977418,-0.34198567,0.44729945,-0.37181276,0.3440084,-0.51949024,-0.0588285,-0.067235515,-0.08909101,-0.66362095,-0.89227784,-0.24007249,-0.035774235,0.0324758,1.305202,0.23008412,-0.468072,0.33961412,-0.17509693,0.48276535,-0.3408695,-0.47352055
random,-0.13506801,0.032719195,-0.06976964,-0.16702837,-0.5091061,0.5369556,-0.5505067,-0.0647569,-0.56356794,0.15860368,-1.0567126,-0.44000304,0.49021623,-0.6082342,0.5585141,-0.46827042,-0.047389783,-0.24545142,0.0596041,-0.51358324,-0.97195584,-0.32336834,0.037891593,0.2900869,1.3651792,0.31494358,-0.4199319,0.56322175,-0.049685907,0.3583378,-0.41649145,-0.45859635
random,-0.2814618,0.017332397,0.043478575,-0.16583243,-0.6674906,0.74358803,-0.65852916,-0.039087538,-0.4417229,0.15456586,-1.3855622,-0.5084758,0.6175873,-0.4999509,0.5457731,-0.65244085,-0.09436985,-0.2183127,0.099477,-0.60835195,-1.3793967,-0.45891917,-0.028642803,0.24256344,1.6621963,0.41811126,-0.64951533,0.69168055,-0.066715576,0.45398998,-0.5252475,-0.5772964
random,-0.37607145,0.01628837,-0.41639692,-0.046438847,-1.9554067,1.6849039,-2.8040257,-0.41241512,-1.1125586,0.77415067,-4.792884,-1.3768804,1.9939094,-1.4109462,1.7651143,-1.7535007,0.050808616,-0.97722554,0.68131685,-1.5583642,-4.5896263,-1.4769162,0.21837045,0.59070516,5.6169972,1.7570851,-2.601399,1.8577048,-0.2314413,1.1842843,-1.9819866,-2.0511448
random,-0.31946996,-0.103242114,-0.2544869,-0.1765808,-0.8392316,0.854506,-1.0816553,-0.15819885,-0.840202,0.43313417,-2.0801837,-0.749704,0.9124917,-1.0281178,0.8906999,-1.0636872,-0.1478139,-0.30464524,0.070865035,-1.0192165,-1.9232002,-0.5787231,-0.057268266,0.4640968,2.7808008,0.5371135,-0.71608937,0.7271584,-0.2323303,0.690612,-0.7635617,-1.0559242
random,-0.18019636,0.11367352,-0.14519121,-0.12028891,-0.36810267,0.38431907,-0.5917222,-0.055172212,-0.43175837,0.30839762,-0.9208103,-0.4239438,0.5359549,-0.7459846,0.42203575,-0.4490597,-0.12947641,-0.27560878,0.032406483,-0.4859175,-0.85636204,-0.37085047,-0.016261745,0.18257087,1.2000754,0.2766303,-0.28160226,0.2734134,-0.078938335,0.2424071,-0.4402169,-0.46019617
random,-0.64045864,0.27393702,0.025611902,-0.799531,-2.2266283,1.8673778,-2.0734293,-0.06766367,-1.6736565,0.3218903,-3.4251022,-1.7662543,1.7166343,-1.8280976,1.2729801,-1.7888182,0.00049721834,-0.4276973,-0.029451624,-2.0498807,-3.6943443,-1.9704547,-0.19804636,0.84444493,4.721312,1.345537,-1.2400655,2.1759427,-0.048411716,1.0136677,-1.3354663,-1.6576221
random,-0.16804443,-0.041170344,0.027483568,-0.060020875,-0.25005946,0.31986406,-0.17839576,-0.0488,-0.21936683,0.1479861,-0.48617652,-0.152938,0.26057833,-0.28803906,0.2520249,-0.30384645,-0.011143932,-0.0083557945,0.030726891,-0.3214779,-0.47321245,-0.10327472,-0.034968846,0.12152074,0.7066782,0.15253536,-0.18157992,0.23743068,-0.15397589,0.23966976,-0.14081576,-0.2204547
random,0.23860209,-0.40626463,-0.32519707,-0.8106638,-1.4194776,1.406789,-1.9390032,0.4521967,-2.5159934,2.4778109,-4.3782268,-0.6530263,2.2470157,-2.7475405,1.5081075,-1.6911308,-1.2107515,-0.65924454,1.0013297,-1.7114606,-3.7305057,-0.59787196,-0.15403764,0.14609158,5.9243956,0.84820944,-0.7762648,1.7154641,-1.0295937,-0.16204135,-0.90472174,-2.9817793
random,-0.35082975,-0.013814255,-0.074703306,-0.09631853,-0.5094901,0.5315858,-0.5328024,0.004215698,-0.29036617,0.18850762,-0.9806024,-0.44490582,0.4955136,-0.4840775,0.3376511,-0.38128698,-0.07296766,-0.123974,-0.034689482,-0.45149827,-0.8910464,-0.18252395,0.015926661,0.10701019,1.2471216,0.24307409,-0.4254088,0.37095365,-0.17547692,0.3333916,-0.40436852,-0.37645465
random,-0.20584194,0.09699688,-0.094052196,-0.1705997,-0.902001,0.76803833,-0.9517406,-0.04146453,-0.661137,0.2280048,-1.665204,-0.6347829,0.72286177,-0.700948,0.6742359,-0.70741975,-0.020118777,-0.28934935,0.15124005,-0.7495161,-1.6205093,-0.66454756,0.021747522,0.47192574,2.2077317,0.52660036,-0.7871692,0.89560264,0.0256501,0.44107443,-0.64501905,-0.81538904
random,-0.5111711,-0.025421767,-0.24120905,-0.46876705,-1.4061782,1.4105895,-1.5294088,0.04655373,-1.3451875,0.5451233,-2.9896355,-0.9496629,1.3707384,-1.5539678,1.297247,-1.319325,-0.34790656,-0.5274761,0.07379679,-1.4663131,-2.6789038,-0.7888528,-0.12127438,0.67972994,4.0490417,0.72569484,-1.1234134,1.5423801,-0.272761,0.73389417,-1.188063,-1.567352
random,-0.24110073,0.029694922,0.05394981,-0.004596947,-0.6046069,0.60605556,-0.5504173,-0.021048566,-0.39983112,0.20283112,-0.87384295,-0.5911868,0.5013226,-0.5235909,0.37651896,-0.41611624,-0.022623375,-0.1688167,0.09620838,-0.2973644,-0.9202589,-0.32116374,-0.0005616257,0.3431651,1.210256,0.35480183,-0.35902348,0.53449976,-0.052190788,0.25476637,-0.40678868,-0.22507963
random,-0.22535937,0.11751197,0.10267567,-0.12532286,-1.986941,1.5634104,-1.9694794,0.17344245,-1.7312161,1.1893864,-3.7095964,-1.2860128,1.9454441,-1.9205711,1.2162272,-1.4687839,-0.55319285,-0.80523604,0.37363303,-1.4345415,-3.3395622,-1.051809,-0.50434506,0.4563656,5.274108,0.9747024,-0.83476585,1.8960102,0.036209475,0.43638167,-1.3099982,-1.8627893
random,-0.6406793,0.45625752,-0.13688703,-0.8398532,-1.8326337,1.6512933,-1.7635926,0.14216392,-2.1486235,1.8064553,-3.8676422,-1.3759063,2.0643845,-2.6110358,2.2256954,-1.8506954,-0.21129002,-1.4287814,0.21934518,-1.5607994,-3.2809808,-1.36413,-0.0033948915,0.49744043,5.067665,1.400616,-1.5792218,1.4076481,-0.58646834,0.6145229,-1.642337,-2.1954992
random,-0.10184303,-0.024954632,-0.012781446,-0.5410682,-1.2142072,1.3799018,-1.157597,0.19723114,-1.4767085,0.99755204,-2.7581897,-0.93906504,1.3766543,-1.6428034,1.1877575,-0.9007339,-0.64377606,-0.7644681,0.53833383,-0.6976489,-2.3833103,-0.4066368,-0.15784235,0.44012454,3.4237614,0.8081555,-1.0344436,1.3183968,-0.23749483,0.2452791,-1.0509505,-1.293573
random,-0.3208434,-0.012675509,0.06711244,-0.21434915,-0.6007465,0.70619327,-0.58573854,-0.044197805,-0.5390999,0.1708403,-1.2451354,-0.4521467,0.6059428,-0.526916,0.56835246,-0.6171183,-0.08592562,-0.18605109,-0.031851713,-0.68177915,-1.168303,-0.40550256,-0.04394144,0.10632253,1.6802007,0.3631529,-0.47713622,0.5735787,-0.13490804,0.46560186,-0.41295204,-0.56056905
random,-0.4810346,0.071980074,-0.1520725,0.16396241,-1.3769978,1.3357642,-1.8223921,-0.070364594,-0.49161667,0.6774845,-3.5369136,-0.79749703,1.4247448,-0.78146887,1.2262701,-1.2766285,-0.4846077,-0.79251224,0.55902386,-0.9598252,-3.2844777,-0.8819645,-0.16567641,0.2784644,4.6350107,1.0284833,-1.8740582,1.3616672,0.0014847354,0.8652823,-1.4895767,-1.8548386
random,0.37684515,0.11999727,-0.34073925,-0.55342835,-1.6194359,1.5545359,-1.9289091,0.3504322,-1.976317,2.0290139,-4.18298,-1.0396394,2.040124,-2.516808,1.4521375,-1.2076,-1.0935687,-1.2819347,1.0856758,-0.5623099,-3.5911927,-0.64011836,-0.10825931,0.97353536,5.055387,1.1496029,-1.4030921,1.581326,-0.33116794,-0.08229508,-1.6987576,-2.0931385
random,-0.40829313,0.076096654,0.0626427,-0.3187109,-0.7278671,0.5492534,-0.90686226,0.4953069,-0.97817373,0.8250085,-1.7448633,-0.5847567,1.1122867,-1.0466162,1.0289918,-1.3062348,-0.437507,-0.29554546,0.20447178,-1.0079352,-1.8287977,-0.78342015,-0.39693078,0.445176,2.742919,0.3598305,-0.17096312,0.8106703,-0.45896098,0.24756607,-0.75096375,-1.5737103
random,-0.5280448,-0.0006403875,-0.16834682,-0.15120071,-0.94216436,1.074247,-1.1111889,-0.09875952,-0.9126356,0.41747707,-2.3009381,-0.7223987,1.0601839,-1.149148,0.815989,-0.8299698,-0.48324576,-0.54977655,-0.0074382164,-1.119022,-1.813666,-0.586986,-0.111527026,0.23973143,3.169864,0.5095658,-0.8133323,0.78746754,-0.14298664,0.5051914,-0.8997053,-1.0561754
random,-0.27198133,0.027839685,0.07289597,-0.16484222,-0.6837734,0.804986,-0.956309,-0.3132931,-1.1660686,0.86062264,-2.2303364,-0.7978094,1.2407359,-1.2572112,1.0989497,-1.4581536,-0.1852458,-0.20982741,0.22229633,-1.0801002,-2.05105,-0.5652274,-0.3217264,0.1792736,3.1083312,0.7135566,-0.6092254,0.71466607,-0.18249393,0.7959956,-0.7056708,-1.1906086
random,-0.18853329,-0.0007841274,0.0027553707,-0.049467906,-0.36462373,0.3497236,-0.3703346,0.013922174,-0.24159215,0.15292093,-0.7470753,-0.20950703,0.3868058,-0.26576233,0.3443044,-0.3609243,-0.054661814,-0.10336966,0.04890022,-0.35970828,-0.71510226,-0.20396471,-0.046214666,0.102399155,1.039135,0.17353362,-0.32230368,0.32837334,-0.0870128,0.26797417,-0.26147932,-0.39962533
random,-0.2757602,-0.034849085,-0.043295484,-0.10262084,-0.42388967,0.42261523,-0.47174352,0.036227968,-0.22618236,0.19515014,-0.8845144,-0.2506508,0.39884898,-0.36546817,0.26735926,-0.3410276,-0.08829093,-0.11416416,-0.025076468,-0.3693594,-0.78080297,-0.19157256,-0.043191183,0.0419292,1.1227505,0.19715597,-0.35871547,0.36620712,-0.102091156,0.20465708,-0.3565213,-0.4188063
random,-0.45574325,0.010887943,-0.052363344,-0.253548,-1.1089189,1.1469107,-1.1186401,-0.0505249,-0.9233111,0.31165844,-2.314683,-0.7904654,1.0278826,-0.99955213,0.9347357,-0.9681498,-0.13613896,-0.3826063,0.06473413,-1.0659863,-2.0582178,-0.63539714,-0.008107764,0.46381125,2.8434606,0.6188871,-0.93077236,1.092245,-0.13201615,0.614956,-0.8454877,-0.9705518
random,-0.35946128,-0.09653472,0.027591575,-0.13967071,-0.42881492,0.44029388,-0.38714877,-0.09645043,-0.46032405,0.3368491,-1.0205069,-0.3580982,0.59042877,-0.5495345,0.30452585,-0.6469837,-0.0036572467,0.017800307,-0.10065128,-0.6292443,-0.8508836,-0.22379288,-0.18153149,-0.026767276,1.4250953,0.34330943,-0.24995814,0.27263886,-0.13938951,0.37366152,-0.21185158,-0.4692451
random,-0.19909331,0.005322312,0.042624254,0.016135532,-0.2652513,0.26340666,-0.22176689,-0.06742509,-0.082516015,0.014047849,-0.48605785,-0.19481686,0.21111047,-0.11432386,0.1297822,-0.22931756,-0.015067894,-0.016594376,-0.014685186,-0.27773017,-0.4324581,-0.1748278,-0.052008756,0.022599759,0.6552393,0.14354321,-0.25204465,0.20517048,-0.0076738046,0.19044226,-0.15722036,-0.20747428
random,-0.672339,-0.03234257,-0.08031986,-0.28363928,-0.9697264,1.0990064,-1.2486252,-0.19557405,-0.9654841,0.6279799,-2.322049,-1.0285332,1.1159741,-1.235462,1.052546,-1.2609903,-0.164981,-0.37045497,0.00022997898,-1.2172023,-2.1156905,-0.62006277,-0.07744496,0.13702196,2.834478,0.6137614,-0.8884321,0.747133,-0.22756456,0.9464946,-0.8449929,-0.9920152
random,0.06410343,0.24570033,-0.11504902,-0.73176086,-1.1795624,1.2085518,-1.9457465,-0.19231923,-1.6591816,0.6446756,-3.4260836,-1.2787541,1.4733604,-1.6030324,1.9669061,-1.8423903,-0.3991756,-0.67310953,0.12298881,-1.6356816,-3.6027763,-2.0340931,-0.18558328,0.6861083,4.1227036,0.9555245,-0.7637533,1.5430747,-0.17689627,0.84870344,-1.3226023,-1.9454684
random,-0.25713223,-0.045336727,0.016349953,-0.066297606,-0.53626746,0.587374,-0.54611874,-0.09354313,-0.45582268,0.05773424,-1.0803133,-0.42228234,0.48560888,-0.39522144,0.45704362,-0.5907691,0.055420846,-0.109641746,0.05667483,-0.57248133,-1.0828091,-0.35750943,0.06990754,0.32129538,1.3132092,0.36848986,-0.52127934,0.5531558,-0.07609836,0.4524764,-0.31561592,-0.37846658
random,-0.14926277,0.032255795,-0.31668872,-0.5028153,-1.3902562,1.2843397,-1.1583486,-0.08868639,-1.2125901,0.6014072,-2.570725,-0.98368496,1.1371877,-1.5897206,0.92283386,-0.9017683,-0.40215704,-0.70614177,0.27412498,-1.0310467,-2.1272454,-0.7400438,-0.016246166,0.7280435,3.4423249,0.73294914,-0.93047875,1.2348841,-0.09042067,0.60718584,-1.0376902,-1.1906252
random,-0.59288144,0.06441712,-0.07029934,-0.19382183,-1.0675685,0.91149384,-1.0849837,-0.042752687,-0.70423377,0.2852494,-1.8380876,-0.84235936,0.8718832,-0.85361546,0.71108747,-0.97806513,0.071176454,-0.29563665,-0.12933984,-0.9946939,-1.7086958,-0.69380176,-0.09978857,0.30167615,2.5433197,0.46669933,-0.74897593,0.8181506,-0.1006718,0.6830064,-0.7518016,-0.84957975
random,-0.01870051,0.019383406,-0.0034842778,-0.025208998,-0.18570088,0.22192512,-0.1967766,-0.0051305117,-0.16315031,0.1005934,-0.47092658,-0.14859572,0.19335464,-0.1754881,0.1948316,-0.16824052,-0.10431104,-0.13742508,0.08735482,-0.12435748,-0.4371036,-0.108868584,-0.019795407,0.08623163,0.5205237,0.14022,-0.17912592,0.21641092,-0.0017445113,0.06012339,-0.16229522,-0.19804268
random,-0.53658736,-0.031500895,-0.05905691,-0.18461703,-0.6290848,0.71397376,-0.76776636,-0.0734186,-0.44532165,0.07132763,-1.4196196,-0.48811516,0.6127745,-0.4947892,0.61528933,-0.7316872,0.03503522,-0.070755005,-0.11163736,-0.7475547,-1.3631878,-0.39240694,0.018970791,0.22765799,1.7828603,0.3389835,-0.61358136,0.55776954,-0.230868,0.5684703,-0.5162815,-0.6061057
random,-0.2221868,0.023488069,-0.14112559,-0.06717751,-0.50513995,0.48345456,-0.49928755,-0.06811601,-0.31867018,0.116758145,-0.9830108,-0.4344504,0.33538228,-0.4339843,0.2903104,-0.4384142,-0.10970697,-0.23192336,0.070984825,-0.44221276,-0.8473651,-0.42465094,0.016899208,0.26949576,1.3594776,0.24114554,-0.46205607,0.39167464,0.013933517,0.2853566,-0.40858293,-0.42693698
random,-0.19446424,0.027942086,-0.120634094,-0.07992269,-0.41849637,0.4668954,-0.50077134,-0.08687468,-0.27681708,0.076230355,-0.9117484,-0.45405042,0.3214715,-0.4340318,0.37193143,-0.4005758,-0.1000849,-0.22749284,0.047881693,-0.35735467,-0.8551902,-0.4265095,0.005965974,0.28552094,1.1111543,0.25902718,-0.45634413,0.36456624,0.04196857,0.26922476,-0.420664,-0.3619371
random,-0.6854461,0.00353513,-0.10957689,-0.19444688,-1.2105055,1.3610501,-1.394966,-0.22972788,-0.88648874,0.52181095,-2.5755928,-1.1092448,1.2991155,-1.2950594,0.99637246,-1.3081548,-0.09025781,-0.32120994,0.00083412614,-1.3786494,-2.4750688,-0.77956724,-0.047705915,0.34535113,3.2377996,0.8690984,-1.1799762,0.99383044,-0.26610604,0.921162,-1.0088323,-0.9607976
random,-0.42386267,-0.033911917,-0.20340896,-0.30251807,-1.3776546,1.108564,-1.0785002,0.026307335,-0.9642621,0.26743808,-2.3834207,-0.7825182,0.897685,-1.0101357,0.9328434,-0.9140054,-0.22513333,-0.55604506,0.07987258,-1.0548726,-1.9286205,-0.68979913,-0.019834677,0.8266817,3.377113,0.5037099,-1.0377445,1.2425501,-0.024891464,0.6440202,-0.94110054,-1.247003
random,-0.27849466,0.022436438,-0.025415372,-0.19320104,-0.81243145,0.8251583,-0.7122129,-0.10624221,-0.6796542,0.21583566,-1.5694726,-0.5959351,0.7456869,-0.76555437,0.6067899,-0.6711196,-0.075031705,-0.2632776,0.07334268,-0.6827861,-1.39504,-0.44802138,0.0062591713,0.3272739,2.0038397,0.4597937,-0.6773338,0.74912554,-0.070922956,0.44445777,-0.5474799,-0.601793
random,-0.3962142,0.21530823,-0.02486261,-0.9484009,-1.7995183,1.787927,-1.811701,0.33005372,-2.1336403,1.6810985,-3.501218,-1.2655971,2.1811767,-3.0972216,1.4040638,-1.5784054,-1.1719807,-0.9663357,0.07514673,-2.0423622,-2.949992,-1.0556326,-0.79941994,-0.012373826,5.0585485,1.100238,-0.40307018,1.8375556,-0.5415438,0.44246012,-1.4578093,-1.9411775
random,-0.34699774,-0.04794827,-0.12899186,-0.30602595,-0.6319905,0.7588919,-0.75711405,-0.120207295,-0.61187816,0.24684763,-1.4912053,-0.562828,0.7118294,-0.7290832,0.6581319,-0.71394026,-0.034270473,-0.23306365,-0.019289836,-0.7809308,-1.361176,-0.40524992,0.08024052,0.17800616,1.7553076,0.40554506,-0.6902864,0.5448447,-0.18732381,0.59039575,-0.52921087,-0.55640596
random,-0.26417485,-0.028338825,-0.01824452,-0.15120792,-0.5099769,0.58639437,-0.5112859,-0.10380816,-0.5502291,0.16453138,-1.2244496,-0.44438308,0.5755193,-0.56314373,0.5161352,-0.59075844,-0.069198675,-0.22233056,-0.034083653,-0.6513524,-1.0176722,-0.254063,-0.018426511,0.16468512,1.5094875,0.35341626,-0.46846867,0.4463285,-0.07392243,0.5077391,-0.40440324,-0.49219608
random,0.77045316,0.39244357,-0.35220635,-0.7854996,-2.929328,2.5829659,-2.3219535,-0.031780228,-2.296482,1.2478037,-4.549179,-1.8129115,2.4034038,-3.1038046,1.4288629,-0.9258474,-1.0547384,-1.1907511,1.1316335,-1.5164884,-3.9347663,-1.5381397,-0.20304523,1.3001783,6.763518,1.4357054,-1.4787531,2.9988925,-0.12836847,-0.16798262,-2.0090644,-1.8655136
random,-0.23698898,0.55359745,-0.6373444,-1.1547865,-2.384145,1.9721683,-2.1158144,-0.0013427018,-2.3972342,2.6369703,-4.5358253,-2.1555629,2.4273608,-4.3120856,1.698603,-1.8790852,-1.7896982,-1.4973257,0.5988495,-1.7729064,-3.310004,-2.683539,-0.83103293,1.2502413,6.655831,1.8618712,-0.92067,1.8810263,-0.13796033,0.14720175,-2.3462029,-3.1570256
random,-0.20509622,0.17098539,-0.15056565,-0.48001575,-1.5245217,1.4443346,-1.8519231,-0.019504214,-1.9384762,1.3476452,-3.5447614,-1.3803899,1.7763411,-2.3392336,1.3738421,-1.5658959,-0.77715755,-0.99964756,0.41798583,-1.3663508,-3.2192855,-1.2928199,-0.26936087,0.81425273,4.21114,1.0634414,-1.1220003,1.5852305,-0.19004658,0.6277222,-1.369243,-1.7781757
random,-0.23564787,-0.024806282,0.04954601,-0.06108979,-0.31230834,0.37401292,-0.32704455,0.044993542,-0.26010144,0.14619754,-0.69307965,-0.24179253,0.3216161,-0.25680777,0.24972327,-0.3585256,-0.09121606,-0.099788465,-0.008068461,-0.38747332,-0.63531303,-0.20712648,-0.060265407,0.046801206,0.88016087,0.19770662,-0.2353547,0.2911205,-0.08511608,0.1912645,-0.23546535,-0.3287769
